fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
7.9;0.27;0.43;7.4;0.049;30.0;152.0;0.99675;3.2199999999999998;0.41000000000000003;8.9;9
7.200000000000001;0.019999999999999934;1.1400000000000001;2.6;0.12100000000000001;53.0;120.0;0.9924;3.1599999999999997;0.45;9.999999999999998;9
8.7;0.36999999999999994;0.5;1.3;0.024000000000000004;19.0;86.0;0.9901800000000001;2.9800000000000004;0.5800000000000001;11.200000000000001;9
9.8;0.22999999999999998;0.72;2.7;0.051000000000000004;17.0;118.0;0.9970399999999999;3.37;0.76;10.700000000000001;9
8.1;0.38999999999999996;0.6;1.7;0.018000000000000002;6.0;61.0;0.9911800000000001;3.06;0.62;10.3;9
9.0;0.2;0.58;2.7;0.05;29.0;110.0;0.9949399999999999;3.21;0.51;10.4;9
7.8999999999999995;0.15;0.51;1.7000000000000002;0.061;26.0;110.0;0.9939399999999999;3.76;0.54;11.1;9
7.800000000000001;0.54;0.32999999999999996;9.9;0.094;36.0;197.0;0.99865;3.53;0.33999999999999997;8.9;9
7.8999999999999995;0.15;0.51;1.7000000000000002;0.061;26.0;110.0;0.9939399999999999;3.76;0.54;11.1;9
5.9;0.32999999999999996;0.29;1.0;0.078;49.0;166.0;0.99495;3.4199999999999995;0.41000000000000003;8.6;9
8.399999999999999;0.2;0.53;2.5;0.055;30.0;120.0;0.99284;3.34;0.79;12.0;9
7.6000000000000005;0.24;0.37;7.4;0.07100000000000001;46.0;185.0;0.9971500000000001;3.4599999999999995;0.42000000000000004;9.3;9
7.300000000000001;0.29000000000000004;0.35;3.9;0.08;36.5;216.0;0.9961500000000001;3.4299999999999997;0.55;9.4;9
7.300000000000001;0.29000000000000004;0.35;3.9999999999999996;0.074;37.0;202.0;0.9961500000000001;3.4199999999999995;0.54;9.4;9
8.7;0.29000000000000004;0.45999999999999996;1.7999999999999998;0.073;49.0;159.0;0.9954500000000001;3.4899999999999998;0.57;10.8;9
10.3;0.1;0.53;15.5;0.052000000000000005;31.0;126.0;1.00306;3.3500000000000005;0.54;9.2;9
7.000000000000001;0.32999999999999996;0.6;5.4;0.049;63.0;172.0;0.99475;3.1999999999999997;0.32;9.0;9
9.5;0.07;0.49000000000000005;3.2999999999999994;0.035;32.0;125.0;0.9951599999999999;3.2300000000000004;0.53;10.6;9
9.9;0.41;0.52;6.35;0.013000000000000001;10.0;87.0;0.9910800000000001;2.95;0.5900000000000001;12.5;9
7.500000000000001;0.23;0.44999999999999996;1.4;0.032;39.0;147.0;0.99365;3.4699999999999998;0.43000000000000005;10.9;9
8.600000000000001;0.4;0.41;1.5;0.041;33.0;166.0;0.99255;3.1199999999999997;0.42000000000000004;11.200000000000001;9
10.3;0.1;0.53;15.5;0.052000000000000005;31.0;126.0;1.00306;3.3500000000000005;0.54;9.2;9
10.2;0.16999999999999998;0.48000000000000004;9.799999999999999;0.034;27.0;118.0;0.9981599999999999;3.0900000000000003;0.44000000000000006;10.4;9
8.3;0.37;0.38999999999999996;7.9;0.049;26.0;192.0;0.99565;3.09;0.33999999999999997;10.8;9
6.800000000000001;0.5800000000000001;0.54;11.9;0.05;28.0;186.0;0.99795;3.2899999999999996;0.37;9.200000000000001;9
8.4;0.28;0.34;3.8999999999999995;0.031000000000000007;27.0;124.0;0.9932599999999999;3.3500000000000005;0.5800000000000001;12.2;9
8.100000000000001;0.31000000000000005;0.42;7.6;0.049;43.0;180.0;0.99795;3.4899999999999998;0.45999999999999996;10.0;9
8.100000000000001;0.06999999999999995;0.77;2.8;0.020999999999999994;44.0;129.0;0.9935999999999999;3.31;0.71;10.799999999999999;9
7.1000000000000005;0.29000000000000004;0.43;16.2;0.052;57.0;197.0;1.00095;3.61;0.29;9.700000000000001;9
6.9;0.37;0.37999999999999995;6.1;0.047;30.0;227.0;0.99575;3.4099999999999997;0.4;10.0;9
7.199999999999999;0.09;0.5;5.2;0.06;31.0;117.0;0.99644;3.68;0.46;9.4;9
6.9;0.30000000000000004;0.33999999999999997;5.699999999999999;0.039;53.0;155.0;0.99555;3.3999999999999995;0.25;9.3;9
6.9;0.30000000000000004;0.33999999999999997;5.699999999999999;0.039;53.0;155.0;0.99555;3.3999999999999995;0.25;9.3;9
8.0;0.23;0.45999999999999996;16.849999999999998;0.049;44.0;190.0;1.00005;3.1499999999999995;0.29;9.1;9
6.9;0.26;0.29999999999999993;5.0;0.036000000000000004;30.0;142.0;0.99475;3.4799999999999995;0.2;10.0;9
7.6000000000000005;0.11999999999999994;1.02;11.7;0.024999999999999998;59.0;157.0;0.9969;3.19;0.51;9.399999999999999;9
7.2;0.12;0.6000000000000001;4.499999999999999;0.025000000000000005;20.0;128.0;0.99486;3.68;0.53;10.7;9
7.3999999999999995;0.18;0.49;1.8000000000000003;0.038;39.0;122.0;0.99284;3.42;0.49;11.6;9
8.0;0.23;0.45999999999999996;16.849999999999998;0.049;44.0;190.0;1.00005;3.1499999999999995;0.29;9.1;9
9.0;0.05000000000000002;0.48000000000000004;4.699999999999999;0.03200000000000001;16.0;127.0;0.9962599999999999;3.3200000000000003;0.43000000000000005;10.1;9
8.900000000000002;0.24;0.6699999999999999;17.0;0.05;63.0;213.0;1.00115;3.1299999999999994;0.38;9.200000000000001;9
7.800000000000001;0.24;0.43999999999999995;14.4;0.049;36.0;178.0;0.99875;3.1699999999999995;0.33999999999999997;8.8;9
7.7;0.24;0.49;1.0999999999999999;0.07;25.0;156.0;0.9933500000000001;3.5399999999999996;0.3;10.5;9
10.4;0.05000000000000002;0.46;7.3999999999999995;0.036000000000000004;28.0;132.0;0.99736;3.2300000000000004;0.36000000000000004;10.1;9
8.0;0.27;0.39999999999999997;8.3;0.046;53.0;183.0;0.99685;3.2099999999999995;0.19;8.700000000000001;9
6.3999999999999995;0.31999999999999995;0.41000000000000003;1.3;0.022000000000000002;26.0;97.0;0.9899800000000001;3.58;0.5700000000000001;10.9;9
7.1000000000000005;0.31000000000000005;0.35;8.700000000000001;0.041;45.0;139.0;0.9961500000000001;3.4399999999999995;0.24;10.1;9
6.9;0.26;0.29999999999999993;5.0;0.036000000000000004;30.0;142.0;0.99475;3.4799999999999995;0.2;10.0;9
8.5;0.16999999999999998;0.4;11.299999999999999;0.037000000000000005;31.0;120.0;0.99906;3.4400000000000004;0.38000000000000006;9.6;9
7.8;0.16999999999999998;0.36;3.2999999999999994;0.023000000000000007;11.0;120.0;0.9922599999999999;3.5200000000000005;0.8300000000000001;13.5;9
6.9;0.30000000000000004;0.33999999999999997;5.699999999999999;0.039;53.0;155.0;0.99555;3.3999999999999995;0.25;9.3;9
6.699999999999999;0.11000000000000001;0.59;3.3;0.029;45.0;106.0;0.99164;3.52;0.5;12.200000000000001;9
6.6000000000000005;-0.030000000000000054;0.73;3.1;0.016999999999999998;60.0;145.0;0.9905999999999999;3.57;0.5900000000000001;12.2;9
9.9;0.16999999999999998;0.54;7.3999999999999995;0.034;5.0;117.0;0.99666;3.2500000000000004;0.46;10.2;9
7.6000000000000005;0.11999999999999994;1.02;11.7;0.024999999999999998;59.0;157.0;0.9969;3.19;0.51;9.399999999999999;9
6.1000000000000005;0.35;0.54;4.800000000000001;0.029;26.0;191.0;0.99275;3.6299999999999994;0.36;11.4;9
7.2;0.12;0.6000000000000001;4.499999999999999;0.025000000000000005;20.0;128.0;0.99486;3.68;0.53;10.7;9
8.3;0.44999999999999996;0.22999999999999998;2.0;0.018000000000000002;28.0;87.0;0.98968;3.29;0.78;12.5;9
7.199999999999999;0.36999999999999994;0.35;1.7;0.013000000000000001;14.0;76.0;0.98868;3.2;0.7;12.5;9
9.8;0.25;0.49;2.3;0.055;19.0;151.0;0.99575;3.1599999999999997;0.33;9.200000000000001;9
8.3;0.44999999999999996;0.22999999999999998;2.0;0.018000000000000002;28.0;87.0;0.98968;3.29;0.78;12.5;9
9.1;0.25999999999999995;0.44999999999999996;1.3;0.029;16.0;96.0;0.99058;3.0500000000000003;0.8;12.0;9
7.1000000000000005;0.25;0.43;11.9;0.054;56.0;177.0;0.99885;3.6399999999999997;0.31;9.8;9
7.8;0.12;0.5700000000000001;2.1000000000000005;0.048;22.0;101.0;0.99454;3.53;0.51;11.1;9
7.6;0.6;0.25;1.4;0.036000000000000004;6.0;26.0;0.99258;3.25;0.51;9.9;9
8.1;0.22999999999999995;0.45999999999999996;2.2;0.036000000000000004;34.0;96.0;0.9921800000000001;3.12;0.5800000000000001;10.3;9
7.0;0.49499999999999994;0.21;1.4;0.029;12.0;64.0;0.99158;3.2800000000000002;0.71;10.4;9
8.7;0.48;0.43;8.200000000000001;0.038;34.0;216.0;0.9981500000000001;3.4299999999999997;0.51;9.6;9
6.8999999999999995;0.49499999999999994;0.21;1.4;0.029;12.0;64.0;0.99158;3.2800000000000002;0.71;10.4;9
7.000000000000001;0.53;0.24999999999999997;12.8;0.043000000000000003;27.0;138.0;0.99795;3.3999999999999995;0.2;8.9;9
7.1;0.045;0.49;12.9;0.052;34.0;105.0;0.99884;3.79;0.52;9.6;9
6.3999999999999995;0.34;0.47;2.1000000000000005;0.048;30.0;116.0;0.9939399999999999;3.42;0.55;10.5;9
7.699999999999999;0.32999999999999996;0.47;1.45;0.029;41.0;89.0;0.99048;3.3400000000000003;0.5900000000000001;11.3;9
11.8;0.24;0.6000000000000001;2.2999999999999994;0.04000000000000001;10.0;124.0;0.9972599999999999;3.0600000000000005;0.5;10.3;9
10.2;0.26;0.49;1.4;0.045;20.0;135.0;0.9942500000000001;3.0799999999999996;0.36;10.8;9
6.9;0.5800000000000001;0.54;12.9;0.048;34.0;182.0;0.99795;3.32;0.33;9.1;9
6.800000000000001;-0.07500000000000005;0.62;3.45;0.021999999999999995;74.0;163.0;0.9882;3.25;0.31;13.7;9
7.5;0.20499999999999996;0.37;5.85;0.031000000000000003;25.0;99.0;0.99138;3.22;0.51;11.9;9
6.8;0.17999999999999997;0.35;1.3;0.036000000000000004;22.0;100.0;0.9921800000000001;3.2600000000000002;0.65;9.4;9
8.3;0.19;0.45999999999999996;5.8;0.032;33.0;116.0;0.99264;3.31;0.39;12.200000000000001;9
7.500000000000001;0.23;0.37;1.0999999999999999;0.049;37.0;159.0;0.9941500000000001;3.3099999999999996;0.3;9.0;9
8.9;0.11000000000000001;0.49000000000000005;4.699999999999999;0.045000000000000005;23.0;128.0;0.9972599999999999;3.3300000000000005;0.56;9.2;9
7.4;0.42000000000000004;0.39999999999999997;14.25;0.044;29.0;162.0;0.9993500000000001;3.2899999999999996;0.41000000000000003;9.0;9
9.099999999999998;0.16;0.59;2.8;0.054;27.0;113.0;0.99484;3.24;0.5;10.4;9
9.4;0.29;0.49000000000000005;5.3999999999999995;0.04000000000000001;18.0;127.0;0.9981599999999999;3.3800000000000003;0.46;9.9;9
7.300000000000001;0.28;0.43;12.75;0.049;31.0;161.0;0.9991500000000001;3.5599999999999996;0.33999999999999997;9.4;9
6.300000000000001;0.06999999999999995;0.75;6.7;0.010999999999999996;71.0;175.0;0.9905999999999999;3.53;0.46;13.1;9
6.4;0.11999999999999994;0.7;9.9;0.014999999999999996;71.0;167.0;0.9925999999999999;3.55;0.46;12.499999999999998;9
9.8;0.31000000000000005;0.55;3.1;0.059000000000000004;40.0;133.0;0.99655;3.26;0.44999999999999996;9.4;9
10.1;0.38999999999999996;0.57;6.9;0.023000000000000003;27.0;91.0;0.9930800000000001;2.9800000000000004;0.53;11.4;9
9.6;0.23999999999999996;0.41000000000000003;1.0;0.065;18.0;57.0;0.99148;3.1300000000000003;0.65;10.5;9
9.900000000000002;0.37;0.58;7.199999999999999;0.053;31.0;146.0;0.99855;3.2899999999999996;0.48;10.1;9
9.8;0.31000000000000005;0.55;3.1;0.059000000000000004;40.0;133.0;0.99655;3.26;0.44999999999999996;9.4;9
7.800000000000001;0.27;0.38999999999999996;1.5;0.049;28.0;131.0;0.99385;3.3699999999999997;0.32;10.4;9
7.800000000000001;0.28;0.41;1.4;0.048;28.0;132.0;0.99385;3.3799999999999994;0.31;10.4;9
7.4;0.35;0.26999999999999996;7.4;0.042;72.0;223.0;0.9964500000000001;3.26;0.27999999999999997;8.8;9
9.7;0.30000000000000004;0.41;1.0;0.032;16.0;151.0;0.9941500000000001;3.1499999999999995;0.27999999999999997;10.5;9
9.5;0.37;0.41;1.2;0.042;13.0;188.0;0.99585;3.2899999999999996;0.36;9.4;9
7.3999999999999995;0.11000000000000001;0.54;6.2;0.026000000000000002;29.0;110.0;0.99464;3.45;0.56;11.200000000000001;9
7.300000000000001;0.28;0.31999999999999995;7.1;0.039;62.0;220.0;0.99575;3.26;0.21999999999999997;9.4;9
7.500000000000001;0.35;0.26;7.5;0.043000000000000003;70.0;219.0;0.9964500000000001;3.2499999999999996;0.27;8.8;9
7.4;0.35;0.26999999999999996;7.4;0.042;72.0;223.0;0.9964500000000001;3.26;0.27999999999999997;8.8;9
7.199999999999999;0.6799999999999999;0.07999999999999999;1.3;0.031000000000000003;25.0;79.0;0.9930800000000001;3.3000000000000003;0.5700000000000001;9.3;9
5.699999999999999;0.335;0.24;1.8000000000000003;0.036000000000000004;26.0;101.0;0.99284;3.75;0.42;11.0;9
8.5;0.19;0.38999999999999996;4.699999999999999;0.038;38.0;171.0;0.9972500000000001;3.59;0.31;8.9;9
8.2;0.36;0.44999999999999996;2.0;0.035;27.0;172.0;0.99495;3.5399999999999996;0.35;10.4;9
9.8;0.18;0.44;17.55;0.052000000000000005;22.0;135.0;1.00266;3.2900000000000005;0.42000000000000004;8.5;9
9.8;0.18;0.44;17.55;0.052000000000000005;22.0;135.0;1.00266;3.2900000000000005;0.42000000000000004;8.5;9
6.300000000000001;0.29000000000000004;0.36;3.9999999999999996;0.202;74.5;189.5;0.99475;3.3899999999999997;0.25;9.3;9
9.8;0.18;0.44;17.55;0.052000000000000005;22.0;135.0;1.00266;3.2900000000000005;0.42000000000000004;8.5;9
8.100000000000001;0.17;0.43;1.2;0.056;51.0;153.0;0.9950500000000001;3.4099999999999997;0.67;9.5;9
9.8;0.18;0.44;17.55;0.052000000000000005;22.0;135.0;1.00266;3.2900000000000005;0.42000000000000004;8.5;9
7.2;0.28;0.49999999999999994;7.300000000000001;0.044;30.0;151.0;0.9951500000000001;3.2699999999999996;0.47;10.1;9
6.300000000000001;0.29000000000000004;0.36;3.9999999999999996;0.202;74.5;189.5;0.99475;3.3899999999999997;0.25;9.3;9
9.299999999999999;0.30999999999999994;0.57;0.9;0.046;16.0;73.0;0.9921800000000001;3.06;0.5700000000000001;10.3;9
8.0;0.12;0.47000000000000003;6.999999999999999;0.028000000000000004;33.0;129.0;0.99746;3.6500000000000004;0.45;9.9;9
7.199999999999999;0.53;0.35;0.8;0.028;14.0;82.0;0.9920800000000001;3.22;0.51;9.4;9
7.8;0.17;0.6;1.9000000000000001;0.045;22.0;112.0;0.99464;3.47;0.69;11.0;9
8.3;0.27999999999999997;0.45999999999999996;1.0;0.026;22.0;74.0;0.9911800000000001;3.2;0.56;10.9;9
8.100000000000001;0.17;0.43;1.2;0.056;51.0;153.0;0.9950500000000001;3.4099999999999997;0.67;9.5;9
8.1;0.19;0.6;5.0;0.063;20.0;114.0;0.99744;3.63;0.5700000000000001;10.3;9
10.2;0.49;0.6000000000000001;6.1;0.028000000000000004;14.0;118.0;0.9982599999999999;3.2700000000000005;0.38000000000000006;9.1;9
9.6;0.09;0.5900000000000001;2.599999999999999;0.034;9.0;119.0;0.9941599999999999;3.14;0.74;12.3;9
7.8;0.16;0.5;2.5;0.046;31.0;100.0;0.9939399999999999;3.67;0.6200000000000001;11.8;9
7.800000000000001;0.29000000000000004;0.35;12.6;0.037;50.0;214.0;0.9991500000000001;3.53;0.37;9.9;9
7.000000000000001;0.28;0.49999999999999994;8.5;0.043000000000000003;58.0;173.0;0.9970500000000001;3.1199999999999997;0.31;9.0;9
6.9;0.35;0.43999999999999995;11.0;0.04;30.0;198.0;0.99895;3.4799999999999995;0.37;9.3;9
7.4;0.28;0.37999999999999995;1.9;0.043000000000000003;20.0;189.0;0.99575;3.5799999999999996;0.41000000000000003;10.1;9
10.400000000000002;0.47;0.49;2.6999999999999997;0.037;36.0;167.0;0.9961500000000001;3.09;0.26;9.1;9
7.6;0.14;0.42;5.0;0.045;31.0;108.0;0.99574;3.48;0.43;9.8;9
10.2;0.49;0.6000000000000001;6.1;0.028000000000000004;14.0;118.0;0.9982599999999999;3.2700000000000005;0.38000000000000006;9.1;9
9.5;0.3;0.6000000000000001;9.799999999999999;0.027000000000000007;19.0;125.0;0.99886;3.2500000000000004;0.4;9.6;9
7.8;0.16;0.5;2.5;0.046;31.0;100.0;0.9939399999999999;3.67;0.6200000000000001;11.8;9
7.000000000000001;0.29000000000000004;0.38999999999999996;2.1;0.026000000000000002;34.0;134.0;0.99255;3.3299999999999996;0.33999999999999997;10.5;9
8.5;0.49;0.41;3.9999999999999996;0.034;41.0;138.0;0.99175;3.3;0.31;12.700000000000001;9
7.1000000000000005;0.43999999999999995;0.73;11.700000000000001;0.066;66.0;225.0;0.9983500000000001;3.2399999999999998;0.38;8.8;9
8.100000000000001;0.35;0.45999999999999996;1.0999999999999999;0.049;23.0;184.0;0.9943500000000001;3.2099999999999995;0.3;9.200000000000001;9
6.999999999999999;0.15;0.55;2.7;0.027;40.0;103.0;0.9922399999999999;3.5;0.47000000000000003;11.5;9
7.7;0.24;0.38999999999999996;1.2999999999999998;0.038;46.0;143.0;0.99375;3.2499999999999996;0.2;9.8;9
8.7;0.33999999999999997;0.5499999999999999;1.6;0.05700000000000001;6.0;55.0;0.99378;3.0900000000000003;0.64;9.5;9
9.6;0.09;0.5900000000000001;2.599999999999999;0.034;9.0;119.0;0.9941599999999999;3.14;0.74;12.3;9
7.500000000000001;0.28;0.35;5.1;0.025;37.0;135.0;0.9953500000000001;3.28;0.59;10.6;9
7.499999999999999;0.2;0.49;14.95;0.075;29.0;106.0;0.99884;3.21;0.49;9.6;9
9.3;0.1;0.55;15.45;0.04000000000000001;43.5;129.5;1.00266;3.49;0.45;8.6;9
6.800000000000001;0.4;0.30999999999999994;8.200000000000001;0.026000000000000002;37.0;216.0;0.99695;3.4499999999999997;0.47;9.5;9
8.200000000000001;0.029999999999999943;0.78;15.7;0.021999999999999995;54.0;138.0;0.9984;3.1599999999999997;0.52;9.999999999999998;9
7.500000000000001;0.28;0.35;5.1;0.025;37.0;135.0;0.9953500000000001;3.28;0.59;10.6;9
9.3;0.1;0.55;15.45;0.04000000000000001;43.5;129.5;1.00266;3.49;0.45;8.6;9
7.499999999999999;0.2;0.49;14.95;0.075;29.0;106.0;0.99884;3.21;0.49;9.6;9
8.5;0.32999999999999996;0.44999999999999996;6.9;0.009000000000000001;15.0;93.0;0.99328;2.99;0.6699999999999999;10.6;9
7.8999999999999995;0.25999999999999995;0.44999999999999996;1.5;0.016;38.0;93.0;0.99138;3.29;0.64;10.700000000000001;9
8.1;0.24999999999999997;0.44999999999999996;1.5;0.017;27.0;75.0;0.99158;3.29;0.65;10.700000000000001;9
7.000000000000001;0.32999999999999996;0.47;7.699999999999999;0.047;36.0;192.0;0.9960500000000001;3.2199999999999998;0.24;8.9;9
6.1;0.41;0.24;1.5;0.038000000000000006;11.0;97.0;0.9910800000000001;3.47;0.63;10.6;9
6.1;0.41;0.24;1.5;0.038000000000000006;11.0;97.0;0.9910800000000001;3.47;0.63;10.6;9
9.5;0.36;0.41;1.4;0.048;12.0;200.0;0.99595;3.3099999999999996;0.33;9.3;9
7.6000000000000005;0.29000000000000004;0.55;15.450000000000001;0.038;62.0;171.0;0.9991500000000001;3.0599999999999996;0.21999999999999997;8.700000000000001;9
7.000000000000001;0.32999999999999996;0.47;7.699999999999999;0.047;36.0;192.0;0.9960500000000001;3.2199999999999998;0.24;8.9;9
6.6000000000000005;0.019999999999999934;0.73;3.2;0.014999999999999996;49.0;131.0;0.9909;3.55;0.55;12.299999999999999;9
10.0;0.11000000000000001;0.6100000000000001;2.1999999999999993;0.028000000000000004;29.0;125.0;0.99356;3.3600000000000003;0.51;12.0;9
10.299999999999999;0.36;0.49;1.0;0.031000000000000003;15.0;59.0;0.99158;2.95;0.44;10.4;9
7.9;0.30000000000000004;0.48;6.6;0.065;29.0;188.0;0.9963500000000001;3.4099999999999997;0.16999999999999998;9.6;9
8.2;0.35;0.44999999999999996;1.5;0.041;33.0;155.0;0.99355;3.3499999999999996;0.39;11.200000000000001;9
6.1;0.41;0.24;1.5;0.038000000000000006;11.0;97.0;0.9910800000000001;3.47;0.63;10.6;9
10.799999999999999;0.31999999999999995;0.53;1.2;0.022000000000000002;12.0;59.0;0.9919800000000001;2.7300000000000004;0.6599999999999999;10.700000000000001;9
8.600000000000001;0.31000000000000005;0.51;7.0;0.046;42.0;169.0;0.9964500000000001;3.2899999999999996;0.3;10.5;9
9.299999999999999;0.44999999999999996;0.43999999999999995;1.0;0.023000000000000003;18.0;93.0;0.9899800000000001;3.0300000000000002;0.51;11.6;9
8.600000000000001;0.64;0.47;12.0;0.302;25.0;220.0;0.99985;3.0599999999999996;0.35;9.1;9
9.2;0.14;0.5900000000000001;7.799999999999999;0.025000000000000005;24.0;126.0;0.99586;3.1500000000000004;0.38000000000000006;10.6;9
9.299999999999999;0.44999999999999996;0.43999999999999995;1.0;0.023000000000000003;18.0;93.0;0.9899800000000001;3.0300000000000002;0.51;11.6;9
7.000000000000001;0.26;0.42;1.0499999999999998;0.045;16.5;217.5;0.99255;3.4499999999999997;0.31;10.9;9
6.200000000000001;0.20999999999999996;0.65;7.5;0.018;51.0;124.0;0.9912;3.6399999999999997;0.6399999999999999;13.299999999999999;9
7.999999999999999;0.22000000000000003;0.56;1.7000000000000002;0.039;21.0;114.0;0.99484;3.41;0.74;10.4;9
8.600000000000001;0.31000000000000005;0.51;7.0;0.046;42.0;169.0;0.9964500000000001;3.2899999999999996;0.3;10.5;9
7.6;0.17;0.56;2.8;0.034;29.0;101.0;0.99164;3.51;0.6100000000000001;12.700000000000001;9
7.8999999999999995;0.39999999999999997;0.44999999999999996;3.4;0.012;20.0;87.0;0.98958;3.1300000000000003;0.72;12.6;9
7.6;0.17;0.56;2.8;0.034;29.0;101.0;0.99164;3.51;0.6100000000000001;12.700000000000001;9
7.3;0.12;0.55;7.0;0.04;20.0;109.0;0.9951399999999999;3.35;0.49;10.9;9
9.8;0.2;0.7;1.7000000000000002;0.048;25.0;108.0;0.9929399999999999;3.48;0.35000000000000003;12.9;9
9.4;0.41;0.5;1.15;0.022000000000000002;19.0;96.0;0.99048;3.1900000000000004;0.51;12.3;9
7.9;0.31999999999999995;0.38999999999999996;12.9;0.044;47.0;238.0;0.9991500000000001;3.1799999999999997;0.27999999999999997;8.6;9
8.3;0.35;0.54;5.0;0.031;40.0;113.0;0.99284;3.42;0.6100000000000001;12.8;9
9.0;0.52;0.44999999999999996;5.85;0.022000000000000002;28.0;93.0;0.99138;3.1500000000000004;0.73;12.5;9
9.7;0.27;0.45;5.8999999999999995;0.035;28.0;131.0;0.9971599999999999;3.5100000000000002;0.48000000000000004;10.5;9
8.3;0.29000000000000004;0.39999999999999997;1.2;0.044;48.0;155.0;0.9942500000000001;3.5399999999999996;0.37;10.0;9
8.4;0.35;0.39999999999999997;1.5999999999999999;0.037;47.0;195.0;0.99355;3.1499999999999995;0.35;10.4;9
7.8999999999999995;0.39999999999999997;0.44999999999999996;3.4;0.012;20.0;87.0;0.98958;3.1300000000000003;0.72;12.6;9
7.699999999999999;0.18;0.56;4.1000000000000005;0.025;35.0;115.0;0.99364;3.42;0.5800000000000001;11.3;9
9.1;0.32;0.52;3.3999999999999995;0.03900000000000001;34.0;128.0;0.99246;3.2;0.47000000000000003;13.0;9
10.900000000000002;0.28;0.57;2.1;0.043000000000000003;29.0;164.0;0.99855;3.3099999999999996;0.45999999999999996;9.6;9
8.5;0.17;0.37;1.7;0.042;45.0;178.0;0.99595;3.57;0.3;9.1;9
8.0;0.21;0.51;2.0;0.037;34.0;187.0;0.9943500000000001;3.5199999999999996;0.27999999999999997;10.5;9
8.7;0.45999999999999996;0.51;6.5;0.034;37.0;141.0;0.9923500000000001;3.0999999999999996;0.26;13.200000000000001;9
9.1;0.32;0.52;3.3999999999999995;0.03900000000000001;34.0;128.0;0.99246;3.2;0.47000000000000003;13.0;9
7.000000000000001;0.29000000000000004;0.30999999999999994;5.0;0.038;24.0;131.0;0.99495;3.4099999999999997;0.19;10.0;9
8.600000000000001;0.6900000000000001;0.8099999999999999;17.45;0.043000000000000003;63.0;233.0;1.00045;3.0399999999999996;0.55;9.3;9
8.600000000000001;0.23;0.49;5.1;0.056;42.0;167.0;0.99585;3.3;0.27;10.5;9
8.3;0.2899999999999999;0.42000000000000004;1.1;0.035;26.0;80.0;0.99138;3.24;0.5900000000000001;11.200000000000001;9
8.3;0.25999999999999995;0.39;1.1;0.034;21.0;73.0;0.9918800000000001;3.31;0.5900000000000001;10.700000000000001;9
9.0;0.6;0.53;10.6;0.052;47.0;195.0;0.99865;3.2699999999999996;0.38;10.3;9
5.9;0.29000000000000004;0.31999999999999995;5.050000000000001;0.035;49.0;160.0;0.99575;3.9399999999999995;0.38;10.4;9
6.300000000000001;0.275;0.42;1.0;0.05;29.0;150.0;0.9932500000000001;3.2499999999999996;0.29;9.200000000000001;9
6.2;0.275;0.41;1.0;0.048;25.0;152.0;0.9932500000000001;3.2399999999999998;0.29;9.200000000000001;9
7.9;0.28;0.49999999999999994;1.7;0.038;53.0;165.0;0.99165;3.4099999999999997;0.26;12.1;9
7.300000000000001;-0.030000000000000054;1.06;2.5;0.12200000000000001;59.0;147.0;0.9928;3.21;0.36;9.999999999999998;9
6.8;0.16;0.51;2.3000000000000003;0.058;29.0;103.0;0.99674;4.0600000000000005;0.6399999999999999;10.700000000000001;9
7.9;0.21;0.74;1.2999999999999998;0.047;29.0;157.0;0.9951500000000001;3.4499999999999997;0.49;9.3;9
7.000000000000001;0.2;0.36;6.6;0.037;89.0;223.0;0.9953500000000001;3.3999999999999995;0.21999999999999997;10.1;9
7.500000000000001;0.31999999999999995;0.24999999999999997;6.699999999999999;0.035;66.0;212.0;0.9960500000000001;3.1999999999999997;0.26;8.9;9
6.800000000000001;0.24;0.47;6.699999999999999;0.037;65.0;245.0;0.99565;3.1799999999999997;0.22999999999999998;9.200000000000001;9
7.000000000000001;0.26;0.38999999999999996;7.0;0.038;64.0;236.0;0.99575;3.1799999999999997;0.21000000000000002;9.1;9
7.9;0.22;0.77;1.4;0.051000000000000004;32.0;156.0;0.9951500000000001;3.4399999999999995;0.51;9.3;9
7.9;0.21;0.74;1.2999999999999998;0.047;29.0;157.0;0.9951500000000001;3.4499999999999997;0.49;9.3;9
10.2;0.31999999999999995;0.55;1.3499999999999999;0.04;78.5;223.0;0.99495;3.0399999999999996;0.33;9.4;9
8.3;0.21999999999999997;0.42999999999999994;1.2;0.024999999999999998;16.0;73.0;0.9931800000000001;3.45;0.5800000000000001;9.8;9
7.500000000000001;0.33999999999999997;0.43;7.300000000000001;0.06;37.0;174.0;0.99685;3.5799999999999996;0.49;11.0;9
7.8999999999999995;0.22000000000000003;0.51;4.7;0.029;36.0;115.0;0.9918399999999999;3.24;0.48;12.700000000000001;9
8.600000000000001;0.25;0.51;14.5;0.045;46.0;163.0;1.00085;3.3299999999999996;0.5599999999999999;8.5;9
8.2;0.33999999999999997;0.37999999999999995;10.4;0.041;22.0;145.0;0.9971500000000001;3.1599999999999997;0.21999999999999997;9.3;9
9.0;0.38;0.65;13.700000000000001;0.049;56.0;190.0;0.99985;3.1899999999999995;0.44999999999999996;9.3;9
8.600000000000001;0.25;0.51;14.5;0.045;46.0;163.0;1.00085;3.3299999999999996;0.5599999999999999;8.5;9
