mcg,gvh,alm,mit,erl,pox,vac,nuc,name
0.48,0.44,0.46,0.37,0.5,0.0,0.46,0.36,0
0.5,0.49,0.46,0.22,0.5,0.0,0.53,0.25,0
0.62,0.42,0.47,0.16,0.5,0.0,0.52,0.22,0
0.5,0.45,0.52,0.18,0.5,0.0,0.52,0.22,0
0.59,0.51,0.47,0.21,0.5,0.0,0.47,0.22,0
0.39,0.47,0.49,0.2,0.5,0.0,0.53,0.26,0
0.49,0.48,0.52,0.24,0.5,0.0,0.5,0.22,0
0.59,0.48,0.49,0.42,0.5,0.0,0.52,0.22,0
0.57,0.35,0.5,0.43,0.5,0.0,0.53,0.22,0
0.61,0.52,0.5,0.44,0.5,0.0,0.53,0.22,0
0.49,0.51,0.52,0.13,0.5,0.0,0.51,0.33,7
0.45,0.4,0.56,0.15,0.5,0.0,0.52,0.22,7
0.63,0.43,0.48,0.11,0.5,0.0,0.51,0.22,0
0.63,0.43,0.48,0.11,0.5,0.0,0.51,0.22,0
0.52,0.45,0.53,0.34,0.5,0.0,0.52,0.44,0
0.54,0.48,0.55,0.33,0.5,0.0,0.55,0.4,0
0.55,0.79,0.45,0.25,0.5,0.0,0.51,0.22,7
0.58,0.51,0.63,0.2,0.5,0.0,0.5,0.42,7
0.63,0.58,0.57,0.1,0.5,0.0,0.52,0.33,7
0.54,0.67,0.56,0.15,0.5,0.0,0.57,0.33,7
0.41,0.59,0.65,0.14,0.5,0.0,0.49,0.33,7
0.47,0.38,0.5,0.15,0.5,0.0,0.49,0.47,7
0.33,0.17,0.52,0.13,0.5,0.0,0.51,0.75,7
0.42,0.5,0.59,0.17,0.5,0.0,0.51,0.22,0
0.54,0.55,0.55,0.4,0.5,0.0,0.53,0.22,0
0.31,0.31,0.57,0.15,0.5,0.0,0.5,0.22,0
0.38,0.42,0.5,0.19,0.5,0.0,0.44,0.22,0
0.33,0.36,0.62,0.26,0.5,0.0,0.55,0.22,0
0.38,0.42,0.5,0.19,0.5,0.0,0.44,0.22,0
0.47,0.56,0.58,0.19,0.5,0.0,0.44,0.64,0
0.32,0.32,0.52,0.18,0.5,0.0,0.48,0.34,0
0.28,0.27,0.5,0.14,0.5,0.0,0.5,0.28,0
0.41,0.46,0.57,0.25,0.5,0.0,0.57,0.38,0
0.44,0.54,0.51,0.16,0.5,0.0,0.58,0.22,0
0.44,0.55,0.51,0.16,0.5,0.0,0.6,0.22,0
0.77,0.7,0.44,0.29,0.5,0.0,0.56,0.22,3
0.4,0.56,0.53,0.15,0.5,0.0,0.49,0.22,0
0.79,0.79,0.42,0.26,0.5,0.0,0.6,0.22,3
0.8,0.83,0.43,0.24,0.5,0.0,0.54,0.22,3
0.58,0.55,0.51,0.13,0.5,0.0,0.52,0.22,0
0.55,0.69,0.51,0.12,0.5,0.0,0.51,0.22,0
0.47,0.46,0.53,0.12,0.5,0.0,0.51,0.25,7
0.57,0.29,0.63,0.22,0.5,0.0,0.49,0.27,7
0.52,0.49,0.59,0.21,0.5,0.0,0.47,0.22,7
0.41,0.42,0.53,0.17,0.5,0.0,0.48,0.58,7
0.45,0.36,0.5,0.19,0.5,0.0,0.53,0.7,7
0.53,0.51,0.54,0.21,0.5,0.0,0.45,0.22,7
0.49,0.5,0.42,0.43,0.5,0.0,0.5,0.36,9
0.44,0.49,0.49,0.27,0.5,0.0,0.52,0.22,0
0.25,0.26,0.53,0.17,0.5,0.0,0.45,0.22,0
0.49,0.46,0.54,0.18,0.5,0.0,0.35,0.22,0
0.42,0.37,0.54,0.17,0.5,0.0,0.51,0.22,0
0.42,0.45,0.75,0.21,0.5,0.0,0.48,0.22,0
0.39,0.45,0.75,0.17,0.5,0.0,0.51,0.22,0
0.63,0.54,0.53,0.27,0.5,0.0,0.49,0.22,0
0.54,0.43,0.48,0.27,0.5,0.0,0.44,0.41,0
0.4,0.44,0.5,0.13,0.5,0.0,0.52,0.39,0
0.55,0.39,0.39,0.47,0.5,0.0,0.5,0.83,5
0.59,0.48,0.41,0.53,0.5,0.0,0.48,0.56,5
0.49,0.38,0.49,0.15,0.5,0.0,0.53,0.25,7
0.53,0.45,0.52,0.29,0.5,0.0,0.55,0.38,6
0.62,0.6,0.54,0.22,0.5,0.0,0.54,0.27,0
0.33,0.46,0.53,0.12,0.5,0.0,0.5,0.27,0
0.57,0.36,0.51,0.25,0.5,0.0,0.54,0.25,0
0.45,0.76,0.51,0.25,0.5,0.0,0.59,0.22,0
0.48,0.44,0.51,0.24,0.5,0.0,0.49,0.22,0
0.59,0.64,0.44,0.26,0.5,0.0,0.5,0.22,0
0.79,0.56,0.53,0.19,0.5,0.0,0.47,0.35,0
0.5,0.5,0.48,0.34,0.5,0.0,0.52,0.27,7
0.79,0.62,0.35,0.35,0.5,0.0,0.6,0.28,4
0.52,0.5,0.6,0.2,0.5,0.0,0.52,0.22,0
0.59,0.46,0.57,0.17,0.5,0.0,0.52,0.22,0
0.53,0.42,0.53,0.19,0.5,0.0,0.47,0.22,0
0.59,0.46,0.55,0.17,0.5,0.0,0.52,0.25,0
0.61,0.73,0.5,0.58,0.5,0.0,0.5,0.22,6
0.5,0.43,0.56,0.17,0.5,0.0,0.35,0.22,7
0.36,0.52,0.61,0.33,0.5,0.0,0.52,0.37,7
0.66,0.54,0.53,0.17,0.5,0.0,0.54,0.22,0
0.52,0.51,0.48,0.12,0.5,0.0,0.54,0.31,0
0.56,0.46,0.51,0.25,0.5,0.0,0.54,0.22,0
0.47,0.46,0.49,0.27,0.5,0.0,0.59,0.22,0
0.5,0.46,0.49,0.27,0.5,0.0,0.6,0.22,0
0.43,0.48,0.36,0.26,0.5,0.0,0.52,0.22,5
0.5,0.44,0.57,0.28,0.5,0.0,0.57,0.22,0
0.46,0.47,0.62,0.3,0.5,0.0,0.38,0.22,0
0.59,0.7,0.46,0.19,0.5,0.0,0.54,0.44,0
0.19,0.41,0.55,0.13,0.5,0.0,0.52,0.25,0
0.27,0.43,0.5,0.13,0.5,0.0,0.54,0.31,0
0.42,0.46,0.44,0.17,0.5,0.0,0.51,0.42,0
0.49,0.36,0.47,0.28,0.5,0.0,0.56,0.54,7
0.42,0.51,0.33,0.16,0.5,0.0,0.54,0.22,5
0.34,0.42,0.48,0.19,0.5,0.0,0.46,0.31,7
0.6,0.57,0.63,0.22,0.5,0.0,0.5,0.49,7
0.53,0.44,0.54,0.52,0.5,0.0,0.49,0.38,7
0.48,0.39,0.56,0.23,0.5,0.0,0.6,0.22,0
0.56,0.49,0.47,0.13,0.5,0.0,0.52,0.22,7
0.47,0.59,0.56,0.09,0.5,0.0,0.5,0.22,0
0.4,0.28,0.58,0.44,0.5,0.0,0.41,0.22,0
0.54,0.35,0.55,0.19,0.5,0.0,0.3,0.22,0
0.5,0.47,0.45,0.14,0.5,0.0,0.53,0.32,5
0.55,0.49,0.6,0.18,0.5,0.0,0.51,0.22,7
0.55,0.44,0.5,0.09,0.5,0.0,0.55,0.22,9
0.66,0.37,0.6,0.25,0.5,0.0,0.69,0.22,6
0.51,0.49,0.48,0.55,0.5,0.0,0.52,0.58,0
0.36,0.51,0.51,0.17,0.5,0.0,0.52,0.22,9
0.68,0.68,0.35,0.16,0.5,0.0,0.62,0.22,9
0.44,0.35,0.55,0.14,0.5,0.0,0.52,0.22,9
0.73,0.59,0.35,0.15,0.5,0.0,0.54,0.22,9
0.6,0.37,0.52,0.15,0.5,0.0,0.55,0.26,9
0.64,0.61,0.56,0.15,0.5,0.0,0.54,0.22,9
0.48,0.58,0.58,0.12,0.5,0.0,0.49,0.22,9
0.65,0.58,0.53,0.21,0.5,0.0,0.51,0.22,9
0.48,0.49,0.49,0.26,0.5,0.0,0.39,0.27,9
0.57,0.54,0.32,0.15,0.5,0.0,0.52,0.25,9
0.4,0.36,0.32,0.16,0.5,0.0,0.51,0.27,9
0.5,0.55,0.52,0.16,0.5,0.0,0.51,0.31,0
0.65,0.63,0.47,0.22,0.5,0.0,0.52,0.27,0
0.41,0.48,0.51,0.2,0.5,0.0,0.51,0.22,0
0.25,0.4,0.54,0.16,0.5,0.0,0.43,0.22,0
0.63,0.56,0.52,0.21,0.5,0.0,0.5,0.22,0
0.56,0.68,0.42,0.36,0.5,0.0,0.49,0.22,0
0.57,0.47,0.48,0.17,0.5,0.0,0.52,0.26,9
0.46,0.52,0.51,0.13,0.5,0.0,0.47,0.22,0
0.5,0.4,0.57,0.17,0.5,0.0,0.59,0.22,0
0.78,0.71,0.35,0.25,0.5,0.0,0.49,0.22,3
0.64,0.56,0.52,0.17,0.5,0.0,0.54,0.47,7
1.0,0.8,0.29,0.36,0.5,0.0,0.52,0.22,3
0.51,0.39,0.56,0.55,0.5,0.0,0.46,0.64,6
0.69,0.66,0.36,0.09,0.5,0.0,0.56,0.22,3
0.4,0.45,0.45,0.15,0.5,0.0,0.53,0.48,7
0.49,0.53,0.36,0.15,0.5,0.0,0.52,0.27,5
0.39,0.63,0.41,0.27,0.5,0.0,0.49,0.22,5
0.45,0.51,0.43,0.22,0.5,0.0,0.57,0.22,7
0.77,0.78,0.27,0.37,0.5,0.0,0.49,0.22,3
0.88,0.75,0.41,0.36,0.5,0.0,0.43,0.22,4
0.49,0.49,0.4,0.2,0.5,0.0,0.48,0.26,5
0.57,0.53,0.6,0.28,0.5,0.0,0.52,0.45,7
0.53,0.52,0.49,0.27,0.5,0.0,0.51,0.22,0
0.5,0.47,0.56,0.31,0.5,0.0,0.56,0.26,0
0.71,0.79,0.41,0.38,0.5,0.0,0.54,0.22,3
0.33,0.49,0.46,0.22,0.5,0.0,0.53,0.33,5
0.47,0.41,0.46,0.18,0.5,0.0,0.53,0.22,5
0.45,0.39,0.46,0.29,0.5,0.0,0.42,0.22,6
0.59,0.56,0.5,0.48,0.5,0.0,0.46,0.22,6
0.32,0.3,0.57,0.38,0.5,0.0,0.5,0.25,7
0.26,0.3,0.37,0.15,0.5,0.0,0.53,0.25,5
0.28,0.41,0.46,0.18,0.5,0.0,0.47,0.39,7
0.45,0.5,0.43,0.16,0.5,0.0,0.52,0.28,5
0.24,0.25,0.57,0.28,0.5,0.0,0.51,0.11,0
0.46,0.61,0.55,0.29,0.5,0.0,0.49,0.22,6
0.54,0.44,0.38,0.22,0.5,0.0,0.54,0.3,5
0.22,0.53,0.36,0.22,0.5,0.0,0.54,0.31,5
0.25,0.41,0.47,0.14,0.5,0.0,0.56,0.68,7
0.43,0.41,0.37,0.18,0.5,0.0,0.54,0.31,5
0.4,0.44,0.47,0.25,0.5,0.0,0.54,0.56,7
0.46,0.59,0.38,0.12,0.5,0.0,0.5,0.22,5
0.8,0.82,0.4,0.31,0.5,0.0,0.57,0.25,3
0.29,0.39,0.46,0.36,0.5,0.0,0.51,0.22,7
0.4,0.4,0.43,0.19,0.5,0.83,0.48,0.22,8
0.57,0.52,0.46,0.2,0.5,0.83,0.52,0.41,8
0.43,0.6,0.4,0.12,0.5,0.0,0.49,0.29,5
0.56,0.71,0.47,0.21,0.5,0.0,0.52,0.22,6
0.65,0.62,0.26,0.33,0.5,0.0,0.55,0.22,5
0.77,0.7,0.37,0.12,0.5,0.0,0.49,0.26,3
0.47,0.61,0.32,0.27,0.5,0.0,0.5,0.3,5
0.71,0.51,0.49,0.23,0.5,0.0,0.3,0.32,4
0.59,0.48,0.49,0.49,0.5,0.0,0.36,0.32,0
0.58,0.63,0.52,0.7,0.5,0.0,0.46,0.22,6
0.3,0.68,0.41,0.17,0.5,0.0,0.51,0.22,5
0.74,0.73,0.32,0.2,0.5,0.0,0.55,0.22,3
0.55,0.35,0.36,0.29,0.5,0.0,0.51,0.22,5
0.35,0.32,0.31,0.16,0.5,0.0,0.56,0.22,5
0.67,0.61,0.39,0.24,0.5,0.0,0.51,0.22,5
0.69,0.57,0.39,0.19,0.5,0.0,0.48,0.39,4
0.47,0.41,0.53,0.27,0.5,0.0,0.47,0.25,6
0.39,0.56,0.34,0.18,0.5,0.0,0.49,0.22,5
0.51,0.38,0.42,0.21,0.5,0.0,0.46,0.34,5
0.32,0.45,0.39,0.14,0.5,0.0,0.45,0.22,5
0.75,0.73,0.35,0.33,0.5,0.0,0.49,0.28,3
0.54,0.54,0.56,0.18,0.5,0.0,0.46,0.29,7
0.71,0.64,0.42,0.28,0.5,0.0,0.43,0.22,2
0.28,0.48,0.36,0.16,0.5,0.0,0.53,0.22,5
0.58,0.44,0.45,0.32,0.5,0.0,0.52,0.37,7
0.52,0.65,0.36,0.26,0.5,0.0,0.44,0.22,5
0.64,0.44,0.56,0.15,0.5,0.0,0.56,0.22,0
0.48,0.58,0.47,0.17,0.5,0.0,0.53,0.74,0
0.42,0.71,0.45,0.15,0.5,0.0,0.48,0.22,5
0.38,0.37,0.36,0.14,0.5,0.0,0.54,0.22,5
0.4,0.4,0.44,0.37,0.5,0.0,0.53,0.25,7
0.38,0.56,0.38,0.16,0.5,0.0,0.53,0.22,5
0.8,0.79,0.43,0.25,0.5,0.0,0.52,0.22,2
0.63,0.65,0.42,0.18,0.5,0.0,0.54,0.27,5
0.47,0.4,0.63,0.19,0.5,0.0,0.52,0.32,7
0.83,0.94,0.32,0.21,0.5,0.0,0.51,0.22,3
0.61,0.76,0.3,0.16,0.5,0.0,0.45,0.41,5
0.33,0.38,0.47,0.14,0.5,0.0,0.51,0.47,7
0.38,0.67,0.33,0.17,0.5,0.0,0.51,0.22,5
0.39,0.33,0.33,0.23,0.5,0.0,0.47,0.22,5
0.5,0.63,0.45,0.13,0.5,0.0,0.45,0.32,5
0.2,0.6,0.5,0.29,0.5,0.0,0.51,0.22,5
0.29,0.26,0.43,0.17,0.5,0.0,0.55,0.3,5
0.51,0.46,0.41,0.36,0.5,0.0,0.49,0.22,5
0.92,0.66,0.52,0.23,0.5,0.0,0.53,0.22,3
0.49,0.56,0.37,0.2,0.5,0.0,0.53,0.22,5
0.86,0.78,0.34,0.15,0.5,0.0,0.53,0.22,4
0.38,0.44,0.57,0.14,0.5,0.0,0.53,0.52,7
0.72,0.73,0.41,0.28,0.5,0.0,0.44,0.22,3
0.8,0.73,0.47,0.19,0.5,0.0,0.49,0.22,3
0.49,0.55,0.35,0.23,0.5,0.0,0.57,0.22,5
0.63,0.71,0.44,0.53,0.5,0.0,0.52,0.22,4
0.6,0.68,0.3,0.27,0.5,0.0,0.55,0.22,5
0.4,0.43,0.49,0.17,0.5,0.0,0.51,0.36,7
0.82,0.63,0.47,0.18,0.5,0.0,0.5,0.22,8
0.77,0.68,0.35,0.19,0.5,0.0,0.53,0.43,3
0.51,0.59,0.46,0.13,0.5,0.0,0.48,0.22,6
0.52,0.46,0.34,0.2,0.5,0.0,0.51,0.25,5
0.47,0.5,0.6,0.63,0.5,0.0,0.38,0.16,0
0.34,0.24,0.51,0.15,0.5,0.0,0.54,0.4,7
0.35,0.29,0.46,0.14,0.5,0.0,0.54,0.66,7
0.58,0.67,0.49,0.16,0.5,0.0,0.47,0.28,6
0.85,0.85,0.3,0.31,0.5,0.0,0.55,0.42,3
0.36,0.48,0.61,0.26,0.5,0.0,0.5,0.16,7
0.41,0.25,0.59,0.44,0.5,0.0,0.6,0.69,7
0.3,0.37,0.4,0.45,0.5,0.0,0.48,0.41,5
0.57,0.59,0.49,0.86,0.5,0.0,0.47,0.22,7
0.38,0.4,0.39,0.19,0.5,0.0,0.46,0.62,7
0.77,0.74,0.37,0.29,0.5,0.0,0.45,0.22,3
0.47,0.38,0.58,0.19,0.5,0.0,0.57,0.22,0
0.5,0.61,0.44,0.2,0.5,0.0,0.49,0.22,6
0.41,0.45,0.46,0.23,0.5,0.0,0.5,0.7,0
0.46,0.62,0.46,0.54,0.5,0.0,0.51,0.27,6
0.74,0.75,0.45,0.44,0.5,0.0,0.52,0.22,8
0.52,0.53,0.58,0.69,0.5,0.0,0.5,0.22,6
0.41,0.47,0.5,0.14,0.5,0.0,0.53,0.37,7
0.25,0.4,0.52,0.15,0.5,0.0,0.56,0.28,7
0.58,0.56,0.38,0.39,0.5,0.0,0.54,0.57,7
0.32,0.29,0.29,0.08,0.5,0.0,0.52,0.22,5
0.38,0.48,0.57,0.3,0.5,0.0,0.41,0.11,0
0.39,0.58,0.47,0.18,0.5,0.0,0.48,0.22,6
0.38,0.47,0.47,0.18,0.5,0.0,0.44,0.26,6
0.63,0.57,0.5,0.48,0.5,0.0,0.51,0.22,6
0.51,0.45,0.62,0.25,0.5,0.0,0.59,0.22,6
0.59,0.67,0.54,0.19,0.5,0.0,0.48,0.6,7
0.6,0.61,0.54,0.11,0.5,0.0,0.46,0.22,0
0.48,0.61,0.57,0.17,0.5,0.0,0.45,0.22,0
0.71,0.5,0.5,0.18,0.5,0.0,0.46,0.22,0
0.61,0.48,0.54,0.25,0.5,0.0,0.5,0.22,0
0.38,0.32,0.64,0.41,0.5,0.0,0.44,0.11,0
0.38,0.4,0.66,0.35,0.5,0.0,0.43,0.11,0
0.81,0.62,0.43,0.17,0.5,0.0,0.53,0.22,4
0.47,0.43,0.61,0.4,0.5,0.0,0.48,0.47,7
0.67,0.57,0.36,0.19,0.5,0.0,0.56,0.22,4
0.43,0.4,0.6,0.16,0.5,0.0,0.53,0.39,7
0.65,0.54,0.54,0.13,0.5,0.0,0.53,0.22,0
0.6299999999999999,0.68,0.5,0.13,1.0,0.0,0.44999999999999996,0.32,1
0.4799999999999999,0.7400000000000001,0.51,0.27,1.0,0.0,0.5,0.32,1
0.69,0.6900000000000001,0.52,0.15,1.0,0.0,0.5,0.32,1
0.8999999999999999,0.5900000000000001,0.39999999999999997,0.27,0.5,0.0,0.6200000000000001,0.25,1
0.74,0.5900000000000001,0.31,0.68,0.5,0.0,0.56,0.25,1
0.83,0.55,0.39000000000000007,0.31000000000000005,0.5,0.5,0.5700000000000001,0.25,1
0.5499999999999999,0.6100000000000001,0.51,0.65,1.0,0.0,0.5,0.32,1
0.7999999999999999,0.6000000000000001,0.42,0.34,0.5,0.0,0.66,0.37,1
0.6,0.5700000000000001,0.6900000000000001,0.36,1.0,0.0,0.45999999999999996,0.32,1
0.72,0.54,0.43,0.29000000000000004,0.5,0.0,0.66,0.32999999999999996,1
0.75,0.54,0.37000000000000005,0.35,0.5,0.0,0.6100000000000001,0.30000000000000004,1
0.74,0.52,0.42,0.34,0.5,0.0,0.6000000000000001,0.31999999999999995,1
0.72,0.5700000000000001,0.39999999999999997,0.49,0.5,0.0,0.6100000000000001,0.28,1
0.6499999999999999,0.4700000000000001,0.55,0.46,1.0,0.0,0.5,0.32,1
0.71,0.6200000000000001,0.48000000000000004,0.19,1.0,0.0,0.43,0.32,1
0.78,0.5900000000000001,0.35000000000000003,0.25,0.5,0.0,0.5800000000000001,0.25,1
0.7899999999999999,0.54,0.33,0.25,0.5,0.0,0.5700000000000001,0.43000000000000005,1
0.6299999999999999,0.54,0.5700000000000001,0.11,1.0,0.0,0.48,0.36,1
0.82,0.4900000000000001,0.38000000000000006,0.35,0.5,0.0,0.5700000000000001,0.25,1
0.6599999999999999,0.67,0.5800000000000001,0.21,1.0,0.0,0.47,0.35,1
0.77,0.55,0.33,0.30000000000000004,0.5,0.0,0.5800000000000001,0.25,1
0.75,0.5900000000000001,0.31,0.36,0.5,0.0,0.5900000000000001,0.25,1
0.7799999999999999,0.7000000000000001,0.45,0.3,1.0,0.0,0.45999999999999996,0.32,1
0.6099999999999999,0.82,0.62,0.32000000000000006,0.5,0.0,0.58,0.19,1
0.51,0.6000000000000001,0.55,0.15,1.0,0.0,0.5499999999999999,0.32,1
0.5599999999999999,0.5800000000000001,0.55,0.51,1.0,0.0,0.51,0.32,1
0.6399999999999999,0.52,0.56,0.19,1.0,0.0,0.5599999999999999,0.37,1
0.6199999999999999,0.54,0.63,0.18,1.0,0.0,0.48,0.32,1
0.6799999999999999,0.7400000000000001,0.6,0.24,1.0,0.0,0.45999999999999996,0.32,1
0.85,0.9500000000000001,0.39,0.39,1.0,0.0,0.53,0.43000000000000005,1
0.71,0.83,0.53,0.29000000000000004,0.5,0.0,0.5999999999999999,0.29000000000000004,1
0.5599999999999999,0.5800000000000001,0.46,0.87,1.0,0.0,0.49,0.32,1
0.59,0.8400000000000001,0.49,0.13,0.5,0.0,0.4800000000000001,0.2899999999999999,1
0.37999999999999995,0.6200000000000001,0.54,0.43,1.0,0.0,0.48,0.32,1
0.83,0.81,0.45,0.26,1.0,0.0,0.39999999999999997,0.32,1
0.7899999999999999,0.7400000000000001,0.5,0.34,1.0,0.0,0.38999999999999996,0.32,1
0.7699999999999999,0.68,0.48000000000000004,0.3,1.0,0.0,0.51,0.35,1
0.72,0.6000000000000001,0.39999999999999997,0.32,0.5,0.0,0.6400000000000001,0.29000000000000004,1
0.6399999999999999,0.6000000000000001,0.46,0.44,1.0,0.0,0.47,0.32,1
0.6199999999999999,0.6000000000000001,0.56,0.34,1.0,0.0,0.5,0.32,1
0.9099999999999999,0.7500000000000001,0.42000000000000004,0.24,1.0,0.0,0.51,0.32,1
0.9099999999999999,0.81,0.54,0.4,1.0,0.0,0.52,0.32,1
0.84,0.64,0.44,0.28,1.0,0.0,0.5599999999999999,0.32,1
0.5899999999999999,0.83,0.49,0.39,0.5,0.0,0.5399999999999999,0.19,1
0.69,0.51,0.39000000000000007,0.32,0.5,0.0,0.56,0.29000000000000004,1
0.85,0.4600000000000001,0.41,0.53,0.5,0.0,0.55,0.4,1
0.7899999999999999,0.8200000000000001,0.61,0.47,1.0,0.0,0.37,0.44999999999999996,1
0.8099999999999999,0.54,0.35000000000000003,0.43,0.5,0.0,0.56,0.25,1
0.7899999999999999,0.64,0.54,0.28,1.0,0.0,0.5499999999999999,0.32,1
0.74,0.39000000000000007,0.17000000000000004,0.30000000000000004,0.5,0.0,0.5800000000000001,0.25,1
0.7999999999999999,0.54,0.34,0.35,0.5,0.0,0.6000000000000001,0.31000000000000005,1
0.5899999999999999,0.82,0.55,0.33000000000000007,0.5,0.0,0.5499999999999999,0.63,1
0.6599999999999999,0.6900000000000002,0.43000000000000005,0.44,0.5,0.0,0.5000000000000001,0.19999999999999998,1
0.61,0.55,0.61,0.27,1.0,0.0,0.48,0.32,1
0.69,0.66,0.5900000000000001,0.23,1.0,0.0,0.43,0.32,1
0.69,0.6300000000000001,0.5900000000000001,0.22,1.0,0.0,0.42,0.32,1
0.71,0.6900000000000001,0.52,0.1,1.0,0.0,0.45999999999999996,0.32,1
0.58,0.51,0.54,0.33,1.0,0.0,0.52,0.32,1
0.7,0.6400000000000001,0.36000000000000004,0.33,0.5,0.0,0.5800000000000001,0.25,1
0.49999999999999994,0.65,0.51,0.67,1.0,0.0,0.49,0.32,1
0.75,0.5,0.35000000000000003,0.66,0.5,0.0,0.6200000000000001,0.25,1
0.69,0.4700000000000001,0.3,0.32,0.5,0.0,0.53,0.28,1
0.69,0.6600000000000001,0.39,0.33,0.5,0.0,0.4700000000000001,0.24999999999999997,1
0.73,0.6100000000000001,0.42,0.33,0.5,0.0,0.66,0.30000000000000004,1
0.72,0.7699999999999999,0.54,0.27,0.5,0.0,0.5499999999999999,0.24000000000000002,1
0.6499999999999999,0.54,0.48000000000000004,0.22,1.0,0.0,0.48,0.39,1
0.6599999999999999,0.6100000000000001,0.39999999999999997,0.23,0.5,0.0,0.6300000000000001,0.25,1
0.5299999999999999,0.6100000000000001,0.5800000000000001,0.12,1.0,0.0,0.48,0.32,1
0.7899999999999999,0.54,0.42,0.29000000000000004,0.5,0.0,0.65,0.25,1
0.7999999999999999,0.5700000000000001,0.35000000000000003,0.38,0.5,0.0,0.6400000000000001,0.25,1
0.6299999999999999,0.5800000000000001,0.52,0.27,1.0,0.0,0.5399999999999999,0.39,1
0.6499999999999999,0.5700000000000001,0.47000000000000003,0.61,1.0,0.0,0.43999999999999995,0.32,1
0.49999999999999994,0.6200000000000001,0.5700000000000001,0.66,1.0,0.0,0.43999999999999995,0.32,1
0.78,0.6400000000000001,0.41,0.37,0.5,0.0,0.52,0.25,1
0.5399999999999999,0.49000000000000005,0.5900000000000001,0.55,1.0,0.0,0.38999999999999996,0.35,1
0.6799999999999999,0.6000000000000001,0.5700000000000001,0.4,1.0,0.0,0.47,0.32,1
0.5499999999999999,0.6100000000000001,0.56,0.54,1.0,0.0,0.48,0.37,1
0.6799999999999999,0.64,0.62,0.4,1.0,0.0,0.35,0.32,1
0.4799999999999999,0.64,0.54,0.49,1.0,0.0,0.44999999999999996,0.32,1
0.5299999999999999,0.52,0.5800000000000001,0.5,1.0,0.0,0.5,0.32,1
0.5499999999999999,0.65,0.49000000000000005,0.46,1.0,0.0,0.43,0.32,1
0.5599999999999999,0.6100000000000001,0.63,0.57,1.0,0.0,0.5499999999999999,0.32,1
0.59,0.5900000000000001,0.66,0.37,1.0,0.0,0.43,0.32,1
0.72,0.6900000000000001,0.43000000000000005,0.43,1.0,0.83,0.47,0.32,1
0.45999999999999996,0.8699999999999999,0.30999999999999994,0.32000000000000006,0.5,0.0,0.5399999999999999,0.19,1
0.57,0.73,0.44999999999999996,0.35000000000000003,0.5,0.0,0.58,0.19,1
0.85,0.7000000000000001,0.48000000000000004,0.29,1.0,0.0,0.48,0.32,1
0.5499999999999999,0.5900000000000001,0.62,0.3,1.0,0.0,0.48,0.44999999999999996,1
0.6299999999999999,0.7000000000000001,0.4,0.42,0.5,0.0,0.4800000000000001,0.13999999999999999,1
0.57,0.6900000000000002,0.5,0.47000000000000003,0.5,0.0,0.4600000000000001,0.15,1
0.78,0.53,0.3,0.36,0.5,0.0,0.6000000000000001,0.30000000000000004,1
0.72,0.6000000000000001,0.39000000000000007,0.34,0.5,0.0,0.53,0.25,1
0.54,0.6600000000000001,0.52,0.17,0.5,0.0,0.4700000000000001,0.33999999999999997,1
0.5399999999999999,0.68,0.52,0.25,1.0,0.0,0.47,0.38,1
0.7,0.6500000000000001,0.2,0.4,0.5,0.0,0.51,0.25,1
0.7399999999999999,0.77,0.55,0.36,1.0,0.0,0.43,0.32,1
0.6599999999999999,0.79,0.42000000000000004,0.33,1.0,0.0,0.5499999999999999,0.32,1
0.83,0.8200000000000001,0.43000000000000005,0.28,1.0,0.0,0.5,0.32,1
0.69,0.64,0.6,0.27,1.0,0.0,0.33999999999999997,0.32,1
0.5399999999999999,0.8699999999999999,0.44999999999999996,0.43000000000000005,0.5,0.0,0.4699999999999999,0.19,1
0.5399999999999999,0.72,0.49,0.31000000000000005,0.5,0.0,0.5199999999999999,0.19,1
0.5199999999999999,0.5900000000000001,0.53,0.4,1.0,0.0,0.37999999999999995,0.32,1
0.7999999999999999,0.3800000000000001,0.39999999999999997,0.41000000000000003,0.5,0.0,0.56,0.5,1
0.7899999999999999,0.54,0.38000000000000006,0.38,0.5,0.0,0.55,0.25,1
0.48999999999999994,0.66,0.39,0.16,1.0,0.0,0.49,0.32,1
0.74,0.5,0.37000000000000005,0.32,0.5,0.0,0.6400000000000001,0.25,1
0.6199999999999999,0.7100000000000002,0.38000000000000006,0.32,0.5,0.0,0.5800000000000001,0.25,1
0.7,0.7200000000000001,0.55,0.16,1.0,0.0,0.57,0.32,1
0.44999999999999996,0.8899999999999999,0.58,0.42000000000000004,0.5,0.0,0.58,0.19,1
0.77,0.56,0.33,0.6000000000000001,0.5,0.5,0.5800000000000001,0.30000000000000004,1
0.48999999999999994,0.5900000000000001,0.44,0.23,1.0,0.0,0.48,0.32,1
0.6199999999999999,0.4700000000000001,0.39999999999999997,0.33,0.5,0.0,0.56,0.5800000000000001,1
0.72,0.5900000000000001,0.32,0.61,0.5,0.0,0.5700000000000001,0.30000000000000004,1
0.6599999999999999,0.7400000000000001,0.38,0.17,0.5,0.0,0.4700000000000001,0.82,1
0.49999999999999994,0.52,0.53,0.6,1.0,0.0,0.45999999999999996,0.32,1
0.6399999999999999,0.7400000000000001,0.5900000000000001,0.41,1.0,0.0,0.43999999999999995,0.32,1
